Marker Chr Pos p
S6_4556 6 4556 0.560318852861323
S6_11601 6 11601 0.338438548679654
S6_27226 6 27226 0.155284527738057
S6_27245 6 27245 0.614251546393932
S6_27276 6 27276 0.161120486634618
S6_30651 6 30651 0.977227189729185
S6_30652 6 30652 0.977227189729185
S6_30670 6 30670 0.398542592862652
S6_30707 6 30707 0.267571109324201
S6_37142 6 37142 0.435305397111256
S6_37707 6 37707 0.575891384418773
S6_37857 6 37857 0.37693688660733
S6_48302 6 48302 0.282606863447126
S6_54807 6 54807 0.385930179151949
S6_54808 6 54808 0.385930179151949
S6_54843 6 54843 0.984014538482859
S6_71284 6 71284 0.719138814558679
S6_72086 6 72086 0.117125719254197
S6_72099 6 72099 0.167324336064896
S6_72117 6 72117 0.117125719254197
S6_72188 6 72188 0.247095210983713
S6_72442 6 72442 0.89987170242141
S6_77505 6 77505 0.262245005629837
S6_77524 6 77524 0.151792277112125
S6_77545 6 77545 0.219101856246328
S6_77603 6 77603 0.589214997493916
S6_97944 6 97944 0.022398622638121
S6_98510 6 98510 0.00341335779973638
S6_98621 6 98621 0.919343221871339
S6_98850 6 98850 0.0104380568061127
S6_101815 6 101815 0.535885600754797
S6_101834 6 101834 0.535885600754797
S6_102000 6 102000 0.247674915066094
S6_102022 6 102022 0.247674915066094
S6_102034 6 102034 0.247674915066094
S6_102117 6 102117 0.257080360171662
S6_104951 6 104951 0.82879085137157
S6_107327 6 107327 0.101130505861138
S6_107366 6 107366 0.195290325003596
S6_107379 6 107379 0.311634437602425
S6_107381 6 107381 0.400394734754189
S6_107496 6 107496 0.667110489245523
S6_107654 6 107654 0.00627268934576905
S6_108228 6 108228 0.111823022302156
S6_108496 6 108496 0.0453267140237337
S6_108837 6 108837 0.620169738234857
S6_111242 6 111242 0.978113362826875
S6_111254 6 111254 0.0913232700671399
S6_114296 6 114296 0.486408389526931
S6_117467 6 117467 0.457301757144939
S6_117469 6 117469 0.205610623522271
S6_117732 6 117732 0.262845809662436
S6_137856 6 137856 0.660711560155096
S6_137857 6 137857 0.100403098670558
S6_137916 6 137916 0.210905055348298
S6_174249 6 174249 0.155034165752375
S6_174582 6 174582 0.451273223082737
S6_175252 6 175252 0.00870294099159599
S6_175253 6 175253 0.862163076741133
S6_175255 6 175255 0.574644475173821
S6_175256 6 175256 0.354331080149205
S6_176407 6 176407 0.173716642884929
S6_177413 6 177413 0.253423526898588
S6_177515 6 177515 0.491193212223427
S6_178565 6 178565 0.150114917628799
S6_178843 6 178843 0.411964747445488
S6_178873 6 178873 0.380319192510061
S6_178918 6 178918 0.141914094060462
S6_179380 6 179380 0.0111004589719032
S6_179676 6 179676 0.603506894068545
S6_180067 6 180067 0.349907077331665
S6_180423 6 180423 0.70531327501282
S6_180469 6 180469 0.0520374413075702
S6_180487 6 180487 0.588742701154991
S6_180912 6 180912 0.869114705327584
S6_183170 6 183170 0.388810093603687
S6_183350 6 183350 0.564371472029227
S6_183469 6 183469 0.802250132996444
S6_196028 6 196028 0.458663205308884
S6_196043 6 196043 0.239043874015553
S6_196054 6 196054 0.143596075186672
S6_196073 6 196073 0.743096127949803
S6_196240 6 196240 0.368249976132903
S6_196268 6 196268 0.508543934544748
S6_196273 6 196273 0.201715816411514
S6_196286 6 196286 0.368249976132903
S6_196387 6 196387 0.328153589146389
S6_196397 6 196397 0.391609604466249
S6_196419 6 196419 0.214725868753497
S6_196943 6 196943 0.786949386391748
S6_196949 6 196949 0.79502324696043
S6_196969 6 196969 0.79502324696043
S6_197160 6 197160 0.796120184581605
S6_197176 6 197176 0.15019623733157
S6_197177 6 197177 0.15019623733157
S6_197230 6 197230 0.772739099294203
S6_197289 6 197289 0.944171872929679
S6_197303 6 197303 0.256040929663118
S6_197345 6 197345 0.713640064534645
S6_197457 6 197457 0.770836750863562
S6_197867 6 197867 0.623292377771428
S6_197954 6 197954 0.788498726110709
S6_197978 6 197978 0.0136527508376112
S6_197979 6 197979 0.173540783457901
S6_198129 6 198129 0.25582009693367
S6_198143 6 198143 0.58594626025117
S6_198443 6 198443 0.102003465627019
S6_198452 6 198452 0.339645050577497
S6_198563 6 198563 0.155925757743578
S6_198647 6 198647 0.953901318940724
S6_198732 6 198732 0.632204795806753
S6_198880 6 198880 0.259417337526317
S6_198899 6 198899 0.371120467112725
S6_198922 6 198922 0.259417337526317
S6_210438 6 210438 0.463141402432727
S6_210450 6 210450 0.176624155946793
S6_210488 6 210488 0.260970177285435
S6_219710 6 219710 0.793984042626048
S6_219720 6 219720 0.591587387051283
S6_219730 6 219730 0.00104956039685061
S6_219734 6 219734 0.00104956039685061
S6_219760 6 219760 0.416155120467018
S6_219769 6 219769 0.380184901537387
S6_219772 6 219772 0.0374342657547211
S6_219887 6 219887 0.0158905801400767
S6_219889 6 219889 0.349851659092812
S6_219919 6 219919 0.746431324134768
S6_219944 6 219944 0.106970309110879
S6_246150 6 246150 0.260920937148388
S6_246206 6 246206 0.627203507554356
S6_247368 6 247368 0.746209290501615
S6_253479 6 253479 0.0055228887902169
S6_253509 6 253509 0.614141616285916
S6_253529 6 253529 0.896201605921352
S6_253530 6 253530 0.95344337101113
S6_253531 6 253531 0.183229010519774
S6_254381 6 254381 0.977236012503732
S6_254517 6 254517 0.638607360464289
S6_254794 6 254794 0.051446068433136
S6_254825 6 254825 0.141139437358564
S6_254831 6 254831 0.0483613268597551
S6_255519 6 255519 0.982191742937313
S6_255777 6 255777 0.967360301976423
S6_255927 6 255927 0.94990111812558
S6_256258 6 256258 0.361422802442457
S6_256309 6 256309 0.264872171075435
S6_256321 6 256321 0.283606696364409
S6_256362 6 256362 0.0507757728516332
S6_256667 6 256667 0.922715675904156
S6_256669 6 256669 0.907227414760098
S6_256683 6 256683 0.243259346409694
S6_256736 6 256736 0.166721236722942
S6_256764 6 256764 0.289009366217292
S6_256776 6 256776 0.437808703434998
S6_256818 6 256818 0.517933912652595
S6_256819 6 256819 0.543517696838979
S6_256820 6 256820 0.523720926613187
S6_256821 6 256821 0.0277368279592791
S6_256938 6 256938 0.977212039031903
S6_256991 6 256991 0.0223224768753971
S6_257202 6 257202 0.22163922190675
S6_257238 6 257238 0.170968661568799
S6_257272 6 257272 0.0437733518379198
S6_257298 6 257298 0.0437733518379198
S6_257302 6 257302 0.0437733518379198
S6_257308 6 257308 0.0437733518379198
S6_258267 6 258267 0.394768065229344
S6_258288 6 258288 0.626290270526135
S6_258293 6 258293 0.981505425440166
S6_258314 6 258314 0.0622140267769643
S6_259083 6 259083 0.42901905910756
S6_259107 6 259107 0.887215467886218
S6_262123 6 262123 0.410011755963359
S6_262133 6 262133 0.410011755963359
S6_262144 6 262144 0.410011755963402
S6_266339 6 266339 0.466953178930603
S6_266340 6 266340 0.282093902355096
S6_266349 6 266349 0.00410230566806996
S6_266368 6 266368 0.282093902355077
S6_266369 6 266369 0.0131870063937057
S6_279406 6 279406 0.110723227631791
S6_279427 6 279427 0.127814451131438
S6_279430 6 279430 0.127814451131438
S6_279431 6 279431 0.484981653342967
S6_281129 6 281129 0.0440653743406689
S6_282142 6 282142 0.283964287949758
S6_282148 6 282148 0.916699260575631
S6_282161 6 282161 0.56328474164214
S6_282165 6 282165 0.0558150718505709
S6_282166 6 282166 0.0558150718505709
S6_282167 6 282167 0.141879721993353
S6_297618 6 297618 0.30445079193269
S6_303296 6 303296 0.455185272692143
S6_303302 6 303302 0.0374944395597845
S6_303384 6 303384 0.333473980576983
S6_303437 6 303437 0.0067469646373658
S6_303439 6 303439 0.33502136614222
S6_303735 6 303735 0.20096837571608
S6_303751 6 303751 0.0291285182186659
S6_303761 6 303761 0.0291285182186659
S6_303770 6 303770 0.382244774117063
S6_303808 6 303808 0.614488830182113
S6_303999 6 303999 0.714552735068696
S6_304007 6 304007 0.0263789438087162
S6_304031 6 304031 0.971475079062148
S6_304037 6 304037 0.852830861659689
S6_305306 6 305306 0.0199790571157016
S6_305318 6 305318 0.291399959341327
S6_305328 6 305328 0.0676192200813184
S6_306035 6 306035 0.449985431401573
S6_306042 6 306042 0.449985431401573
S6_306050 6 306050 0.826264202988096
S6_306081 6 306081 0.202119903673628
S6_306334 6 306334 0.920438523143523
S6_308003 6 308003 0.885934981745775
S6_308008 6 308008 0.64542001111562
S6_308045 6 308045 0.976691501451243
S6_308050 6 308050 0.730022332242819
S6_308058 6 308058 0.980669329967445
S6_308064 6 308064 0.396891835092504
S6_308119 6 308119 0.179727399238946
S6_308133 6 308133 0.684981636834316
S6_324143 6 324143 0.955541889487839
S6_324148 6 324148 0.23509033713226
S6_324200 6 324200 0.0261187878588175
S6_324255 6 324255 0.785130260300074
S6_329876 6 329876 0.559467657661984
S6_329908 6 329908 0.700134453326429
