"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"SORBI_3002G355100",5.20925e-20,1,"No","5.20925e-20"
"SORBI_3002G354600",6.402132e-19,1,"No","6.402132e-19"
"SORBI_3001G093000",1.081296e-18,1,"No","1.081296e-18"
"SORBI_3001G447000",6.66133814775094e-16,3,"Yes","0.9626212,1.691962e-16,0.4625469"
"SORBI_3001G250150",8.88178419700125e-16,2,"Yes","0.1323667,5.865658e-16"
"SORBI_3003G084400",1.55431223447522e-15,7,"Yes","0.2981986,0.1629304,0.003076864,0.08174366,1.529404e-09,5.908189e-11,1.638318e-17"
"SORBI_3004G107800",1.77635683940025e-15,8,"Yes","0.9507618,0.02067832,7.055319e-18,0.9568811,0.3446987,0.001979215,0.9538183,0.5882219"
"SORBI_3007G034700",1.224378e-14,1,"No","1.224378e-14"
"SORBI_3001G253000",2.822069e-14,1,"No","2.822069e-14"
"SORBI_3001G251200",3.04201108747293e-14,15,"Yes","0.001405574,0.001913977,0.002312851,0.002262866,0.0001541841,7.873689e-06,0.4050722,2.84393e-15,1.568437e-10,0.1169726,2.749024e-14,1.983423e-12,1.983423e-12,7.948413e-15,7.486509e-10"
"SORBI_3004G078500",3.37507799486048e-14,8,"Yes","0.0001038408,2.14128e-11,7.050024e-11,0.3745506,0.3276423,0.3276423,1.116559e-10,1.116559e-10"
"SORBI_3001G255800",4.48530101948563e-14,14,"Yes","0.4779207,6.213521e-12,0.4824145,0.2368901,0.7354959,0.6547809,0.561803,0.4984876,0.8404882,2.891055e-11,4.977179e-12,0.6422509,0.5124647,0.5124647"
"SORBI_3006G208800",7.361115e-14,1,"No","7.361115e-14"
"SORBI_3004G067300",8.342555e-14,1,"No","8.342555e-14"
"SORBI_3010G079000",1.12798659301916e-13,2,"Yes","5.645769e-14,0.5103989"
"SORBI_3001G081700",1.139912e-13,1,"No","1.139912e-13"
"SORBI_3010G131700",1.348181e-13,1,"No","1.348181e-13"
"SORBI_3004G038500",1.87183601951801e-13,3,"Yes","6.237446e-14,0.8162857,7.758132e-05"
"SORBI_3009G132100",3.295945e-13,1,"No","3.295945e-13"
"SORBI_3006G264000",7.94142529514374e-13,4,"Yes","1.611365e-10,3.288503e-10,1.015078e-11,4.958857e-12"
"SORBI_3004G070200",1.75792713719147e-12,2,"Yes","0.0003606327,8.787449e-13"
"SORBI_3001G120500",2.39586128714109e-12,2,"Yes","1.197918e-12,0.05938713"
"SORBI_3001G120600",2.39586128714109e-12,2,"Yes","1.197918e-12,0.05938713"
"SORBI_3004G155200",3.14459569494829e-12,6,"Yes","0.09886729,0.1314095,5.238976e-13,0.2639936,0.2527654,0.2527654"
"SORBI_3001G255866",3.6320946250612e-12,6,"Yes","0.8404882,2.891055e-11,4.977179e-12,0.6422509,0.5124647,0.5124647"
"SORBI_3001G253300",4.67237359913497e-12,8,"Yes","5.601996e-13,0.4271962,0.0006009734,0.7413155,1.022342e-05,0.0486693,0.0486693,0.0002303723"
"SORBI_3001G123600",5.36892752478479e-12,4,"Yes","0.01187986,1.342462e-12,0.5798405,4.578928e-09"
"SORBI_3005G084800",1.06934461285846e-11,3,"Yes","3.56857e-12,0.01121959,0.04882946"
"SORBI_3003G122400",1.18312026842204e-11,8,"Yes","1.678434e-09,1.678434e-09,1.589158e-08,9.750605e-09,3.473496e-10,3.115056e-10,3.115056e-10,3.115056e-10"
"SORBI_3001G447700",1.57784896259727e-11,4,"Yes","0.3303635,0.009114164,3.943198e-12,0.9445151"
"SORBI_3004G094500",1.72459824199223e-11,4,"Yes","0.1887323,0.8573293,4.308416e-12,0.07058763"
"SORBI_3006G194300",1.810546e-11,1,"No","1.810546e-11"
"SORBI_3001G361500",2.040943e-11,1,"No","2.040943e-11"
"SORBI_3001G094900",2.23936424958993e-11,2,"Yes","4.25812e-11,4.268599e-11"
"SORBI_3006G120500",2.40331088363632e-11,5,"Yes","0.7465959,0.9294201,6.834331e-10,6.956047e-10,2.022304e-09"
"SORBI_3004G157000",2.89346324677808e-11,3,"Yes","9.639222e-12,0.6044834,0.7259402"
"SORBI_3001G322000",3.488187e-11,1,"No","3.488187e-11"
"SORBI_3001G447300",7.81661402271538e-11,2,"Yes","0.02248792,3.909001e-11"
"SORBI_3001G246700",8.10855826927082e-11,5,"Yes","0.2687768,0.7375231,1.628927e-11,0.5553566,0.003503538"
"SORBI_3003G008000",8.66945404354169e-11,19,"Yes","2.95865e-06,2.95865e-06,0.7977891,0.4359729,0.0005057975,0.04899644,0.01994572,0.5306429,0.3711986,0.03878368,0.04480298,5.392277e-09,2.691921e-05,1.071946e-10,6.714921e-11,0.5445831,4.073528e-08,4.073528e-08,4.073528e-08"
"SORBI_3001G069300",1.0090095425852e-10,2,"Yes","8.323043e-11,2.017356e-10"
"SORBI_3001G257800",1.26123000931955e-10,8,"Yes","0.3047372,0.3646982,0.157688,1.128828e-07,0.5800843,0.8357898,2.00991e-09,1.520757e-11"
"SORBI_3001G353900",1.44538270241412e-10,5,"Yes","0.8546813,0.03707719,0.7103661,2.902343e-11,0.1156424"
